dataset,permutation_mode,run_id,predicted_algo,ari_cal,ari_sil,stable_prediction
Ecoli,row,29,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,row,29,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,row,29,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,row,29,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,row,29,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,29,gaussian,0.01752187225112109,0.01752187225112109,True
Vehicle,row,29,gaussian,0.08776256054027652,0.08776256054027652,False
VertebralColumn,row,29,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,row,29,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,column,0,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,0,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,column,0,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,0,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,column,0,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,column,0,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,column,0,gaussian,0.01044229687583222,0.01044229687583222,True
Vehicle,column,0,gaussian,0.08776256054027652,0.08880786174476929,False
VertebralColumn,column,0,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,column,0,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,column,1,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,1,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,column,1,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,1,gaussian,0.03888237892048027,0.10399787130992173,True
Iris,column,1,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,column,1,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,column,1,gaussian,0.01902872054821675,0.01902872054821675,True
Vehicle,column,1,spectral_clustering,0.10856510836798841,0.08690505725752318,True
VertebralColumn,column,1,gaussian,0.04902833726416902,0.04902833726416902,False
WineQualityRed,column,1,gaussian,0.08489806543611617,0.08849699268464407,False
BreastTissue,column,2,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,2,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,column,2,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,2,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,column,2,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,column,2,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,column,2,gaussian,0.020483257207088195,0.020483257207088195,True
Vehicle,column,2,spectral_clustering,0.11081511715897753,0.08690505725752318,True
VertebralColumn,column,2,gaussian,0.04902833726416902,0.04902833726416902,False
WineQualityRed,column,2,spectral_clustering,0.061689244453558036,-0.0029351829466449635,True
BreastTissue,column,3,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,3,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,column,3,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,3,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,column,3,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,column,3,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,column,3,gaussian,0.01499787784329429,0.011189467716350775,True
Vehicle,column,3,gaussian,0.08776256054027652,0.08880786174476929,False
VertebralColumn,column,3,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,column,3,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,column,4,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,4,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,column,4,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,4,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,column,4,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,column,4,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,column,4,gaussian,0.01241862261862157,0.019714580264406603,True
Vehicle,column,4,gaussian,0.08776256054027652,0.08776256054027652,False
VertebralColumn,column,4,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,column,4,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,column,5,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,5,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,column,5,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,5,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,column,5,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,column,5,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,column,5,gaussian,0.010176274224782011,0.009931789896098319,True
Vehicle,column,5,gaussian,0.08776256054027652,0.08776256054027652,False
VertebralColumn,column,5,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,column,5,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,column,6,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,6,gaussian,0.6737653766224536,0.6737653766224536,False
Glass,column,6,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,6,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,column,6,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,column,6,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,column,6,gaussian,0.016987465510553176,0.016987465510553176,True
Vehicle,column,6,spectral_clustering,0.10856510836798841,0.08690505725752318,True
VertebralColumn,column,6,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,column,6,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,column,7,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,column,7,gaussian,0.6259349607869744,0.040319775816350135,False
Glass,column,7,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,column,7,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,column,7,spectral_clustering,0.5681159420289855,0.5681159420289855,True
